time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
1970/01/01/01:00:07.533000,371,7,533000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.121004881710218, -0.0005896147814947739, 1.0610670529267603, -2.1191587815990616, 0.0024439262857995914, 1.0599999230710573, -2.1419872340272956, 0.0005760096496976175, 1.0305747035511459, -2.1391773846632685, -0.00130024774957338, 1.0341495513819376)","(0.12588323611518498, 0.0010956669774029157, -0.06601990803905579, 0.11441724211875977, -0.0007321596725506356, -0.059859998258372606, 0.149021422902901, 0.0013347440617821756, -0.07347688590221478, 0.14375845646290972, -0.0007742176573207007, -0.07145029817801227)","(4.034449972908375, 0.09959080070782367, -2.100385634561512, 3.7709478937839735, -0.4355422135448329, -1.9452619343030533, 7.672444161312939, -0.1116471376829916, 3.432979050433844, 7.198249038670178, 0.23865256460860396, 2.777346973416258)"
1970/01/01/01:00:07.553000,372,7,553000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.121004920159037, -0.0005861260147304037, 1.0610670476325472, -2.1191588233171466, 0.002440436192035378, 1.0599998946254665, -2.1419872830227042, 0.0005804980571992857, 1.0305746897413535, -2.139177446051516, -0.0013047337485678767, 1.0341495488012056)","(0.1258830696874158, 0.0010952520884156798, -0.06601980334439184, 0.11441709303226816, -0.0007317749233663948, -0.05985991878601961, 0.1490212116117225, 0.0013340840823746383, -0.07347675749689872, 0.14375849727524276, -0.0007736067051578419, -0.07145031562537063)","(4.034457893713833, 0.09896529929609671, -2.1003853088327538, 3.770956296869902, -0.4349162946762278, -1.945257291598058, 7.672454248858364, -0.11245110102834528, 3.4329807672113626, 7.198259844025652, 0.23945639080095174, 2.777347541105329)"
1970/01/01/01:00:07.573000,373,7,573000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.121004958432482, -0.0005826386711484943, 1.061067042438384, -2.1191588651296467, 0.0024369472646839085, 1.059999866112527, -2.1419873319641702, 0.0005849853381381109, 1.0305746761037646, -2.139177507386824, -0.0013092184085463643, 1.0341495460402408)","(0.1258829028065935, 0.0010948374865640458, -0.06601969853826581, 0.1144169445116566, -0.0007313901709488844, -0.05985983950041732, 0.14902100078931882, 0.0013334248118257986, -0.07347662947217375, 0.14375853764602542, -0.0007729955084947602, -0.0714503327202955)","(4.034465785652728, 0.09834005234468506, -2.1003850017902432, 3.770964713570844, -0.4342905857578958, -1.9452526356405953, 7.672464323884215, -0.11325486595016268, 3.432982455254004, 7.198270642499291, 0.24025997457572773, 2.777348139141289)"
1970/01/01/01:00:07.593000,374,7,593000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.12100499653289, -0.000579152749560663, 1.0610670373433413, -2.119158907034283, 0.0024334595063990605, 1.0599998375331587, -2.1419873808510967, 0.0005894714814846935, 1.030574662635825, -2.139177568669833, -0.0013137017210569368, 1.0341495431015995)","(0.12588273548515505, 0.0010944231696806488, -0.0660195936227913, 0.11441679654485487, -0.0007310054174800374, -0.05985976039917575, 0.14902079042608257, 0.001332766235245203, -0.07347650181833738, 0.14375857758457228, -0.0007723840816962059, -0.07145034947222204)","(4.034473649072445, 0.09771505965259113, -2.100384713255, 3.7709731435515, -0.43366508725444125, -1.9452479666100668, 7.672474386340335, -0.11405843037157368, 3.4329841149673044, 7.198281434149596, 0.24106331449691853, 2.777348767121275)"
1970/01/01/01:00:07.613000,375,7,613000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.121005034462507, -0.0005756682488842202, 1.0610670323465277, -2.119158949028865, 0.0024299729197920783, 1.059999808888243, -2.1419874296829065, 0.0005939564765782279, 1.0305746493350778, -2.1391776299011553, -0.0013181836779212475, 1.0341495399877383)","(0.125882567734871, 0.0010940091357098313, -0.06601948860023672, 0.1144166491195715, -0.0007306206651043698, -0.05985968148023669, 0.14902058051268172, 0.0013321083387670008, -0.07347637452628136, 0.14375861710003293, -0.0007717724385894748, -0.07145036589000725)","(4.034481484305508, 0.09709032103549144, -2.100384443051671, 3.7709815864879728, -0.4330397996236099, -1.9452432846802954, 7.672484436178378, -0.11486179228583915, 3.432985746736954, 7.198292219031648, 0.24186640917169558, 2.777349424655895)"
1970/01/01/01:00:07.633000,376,7,633000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.120783264014541, -0.0005594897012111133, 1.0621247302024743, -2.142251190195404, 0.006363227262129456, 1.0735732930495754, -2.1652185553800383, -0.002845140469090346, 1.0449355285035145, -2.1404852602233095, -0.0020400548732775192, 1.0358035848699707)","(0.2574534696603633, 0.04861136656676268, 0.5775626571565018, -14.994495905332823, 2.2877901837396224, 8.8894413727974, -14.72353414572729, -1.883043052008262, 9.301738539646902, -0.7030016243754695, -0.40042464926116994, 0.9992607809511592)","(3.426338906092785, 0.3534953483579252, -4.609328426126414, -29.224485139609882, -16.30189739339555, 33.5, -23.92021287702084, 13.053542176274396, 33.5, 9.885933889626294, 2.9200820380922083, -0.7766903494047597)"
1970/01/01/01:00:07.653000,377,7,653000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.129466495767949, 0.0020842274363213065, 1.0696618011768049, -2.287128416638655, 0.00042151951138258426, 1.1475345141600917, -2.2995014641085643, 0.00021069668749440496, 1.131235391292396, -2.1511187675639523, -0.0014544752154312945, 1.0477195419009195)","(-0.42277537869679566, 0.09271479973718041, 0.20728066263423472, -2.5544276260396024, 0.009718841689262014, -2.1155685462179212, -2.0482723896084654, 0.06727477847546369, -0.9158825818694523, -0.13593086700872425, 0.07936117393331685, 0.8207907498250224)","(7.484789948655951, -3.4608642259307647, 4.1430514860319, 7.589118866648553, 1.7063197310617564, -11.85242573277775, 7.5424108332731725, -1.0380232621860626, -10.334262139753905, 10.92572403670059, 1.610054198878701, 7.1911028419057725)"
1970/01/01/01:00:07.673000,378,7,673000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.139094202174994, 0.001953579302560904, 1.0812943694771473, -2.32647547635053, 0.019779520394666683, 1.0678408502610646, -2.3325454200729565, -0.011144592259492825, 1.081651819624474, -2.162941836854449, -0.002454101738025294, 1.0715319270924617)","(-0.29923765453659984, -0.06205082470373492, 0.8638746982842713, -0.07640315968156308, 1.3073748036493404, -6.093201812427351, -0.005350106455342285, -0.7985494437652692, -4.3368284898197, -0.480233334164066, -0.05393371606363226, 1.3447254615810058)","(8.587186331824881, -4.07113170025347, 5.307308850173254, -2.0368465714578625, 1.318554287702939, -1.1901608825892875, -1.9357367386142434, -1.624173265867043, -1.0095731560253416, 14.857089371449483, 2.9610813791813557, 8.592582821625248)"
1970/01/01/01:00:07.693000,379,7,693000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1465943374723873, -0.00026223277221948393, 1.104607485887045, -2.312778710043511, 0.04650672330792194, 0.9401802592343449, -2.319707164784975, -0.02732270523301139, 0.9874653752674938, -2.1831988661095085, -0.002901404347347203, 1.1044448983641884)","(-0.1760699198987017, -0.10898228948704652, 1.3323633506038752, 1.3958668320953578, 1.2654481279622298, -6.248897679160828, 1.2329815549128957, -0.8007176974043062, -4.7320613713206185, -0.6487162506418607, 0.02639198949405258, 1.739761513277709)","(9.108290772106987, -4.647410875113033, 3.65500129776268, -0.8030994251092465, -0.8059037172558337, 1.3324793581559504, -0.6388065951970354, 0.16488699946360974, 0.8168773465824941, 20.246699783634615, 3.659362188354824, 6.820796879611718)"
1970/01/01/01:00:07.713000,380,7,713000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1542240276063547, -0.0022596092468729623, 1.1366269931751942, -2.269730176446698, 0.06724739144210545, 0.8282728394033176, -2.2807670164079052, -0.04112895342791667, 0.9003219587514124, -2.202647375086441, -0.0018087363647687482, 1.146338580694696)","(-0.12240506533124274, -0.11057753659660619, 1.584212921949165, 2.8646190035388868, 0.7954701824954241, -4.636401502776942, 2.6490800433111525, -0.544942962772651, -3.709084941466067, -0.23608535454439972, 0.060154037779052316, 1.8476505580967375)","(10.301202641084599, -5.803576194894151, 1.57384542306901, -0.12979941885787127, -1.4286890994695156, 2.5912055115518147, -0.24677565230137155, 0.9635568416880775, 1.9642795680805998, 22.36408004758549, 4.1941746395041735, 5.063509335558695)"
1970/01/01/01:00:07.733000,381,7,733000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1615352174927276, -0.0058859780532083406, 1.172000175253964, -2.2013196458001376, 0.07481495745866074, 0.7621451605298644, -2.229785237897717, -0.04724105690183755, 0.8485949116068525, -2.2126823832337355, -0.0006353184977170301, 1.1881722388299343)","(-0.10635784429926887, -0.4546332122575579, 1.3264225747341707, 3.742109219792316, -0.28764826685468603, -1.9486598191541757, 0.30536058156334966, -0.04074561887145878, -0.8770688505051205, 0.5002065519050523, 0.06064672666120119, 1.3945040016404582)","(11.640522718693841, -5.165355798768056, 0.9245788342411925, 0.9410567909500696, -0.26816084323444334, 3.70078145075998, 24.057757279344358, 0.8173693605840241, -4.137760100625376, 21.770739078237348, 4.698372209175993, 5.222138859297605)"
1970/01/01/01:00:07.753000,382,7,753000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.170396208446305, -0.02672448007690864, 1.1872585090175969, -2.1275782945029427, 0.06704292970168968, 0.7557276732546043, -2.2152508921335254, -0.045146003034868265, 0.8435199504032909, -2.193942145670407, 0.006076690219766867, 1.212962614384363)","(0.10084556731909067, -1.2702468032548304, 0.8004884161864533, 3.189067880116096, -0.4877087510509597, 1.3160067499411348, 2.13619050086678, 0.3220744599784306, -0.5655635601722555, 1.725553602539608, 0.5822503091887843, 1.6696228241913462)","(13.13377269512696, 2.6164909955986246, 7.312219437885903, 1.593352736002779, -2.3744351794837257, 1.867823008003238, 21.023261014652835, 1.5983332520811844, 5.765559805674993, 12.291894766363132, 1.5915742857246435, 6.332978750972539)"
1970/01/01/01:00:07.773000,383,7,773000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.163881790532983, -0.04846423366886743, 1.2239419969484304, -2.0944197314455124, 0.05702546742275327, 0.7978484903124183, -2.186376956627514, -0.03868098198752623, 0.8457758667612287, -2.1636134631668007, 0.019758886266140863, 1.2636793950151208)","(0.32091521483934304, -1.0419180209024295, 3.6032762122326942, 0.43518868617529316, -0.5924630521055789, 2.6616494845067256, 1.2780713296389683, 0.34973654091012935, 0.7026887332366432, 1.3443370431460773, 0.8630978826563308, 4.062092575351641)","(-1.4404535443206132, 0.6103206254890947, 4.591359418104728, -2.7076276717102696, -0.30527993914089313, -1.0169505892533737, 10.770256285924958, 1.0995130976267513, 8.98106264006088, 1.469934553425345, 0.031365274057488346, 5.400274451039353)"
1970/01/01/01:00:07.793000,384,7,793000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1797312160384905, -0.06379300137211796, 1.3054578445232066, -2.097501868630058, 0.041021340064003375, 0.844206128857877, -2.173237006456624, -0.03126175019601796, 0.8653597879018582, -2.1597713056550543, 0.03479663681684375, 1.3553535269221744)","(-1.7592376789812123, -0.6105497505768963, 4.018261717580135, -0.46096589097336826, -0.7822328375784628, 2.262174848959912, 0.5176422870999, 0.5048940434797735, 1.151325784048246, -0.9412613931236304, 0.5828636689608679, 4.4349013867633005)","(-0.5197651166913957, 0.34442234534302796, -0.9165794083646155, 2.967943338927706, 2.2746381579065984, -0.8905973374140261, 11.08849909451552, -0.36621124692691565, 7.385037868906874, -0.690894135026527, -0.9595898914741507, -0.9484602046944053)"
1970/01/01/01:00:07.813000,385,7,813000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2209525364645106, -0.07304691219947035, 1.3719378380182174, -2.112133616343014, 0.028998270920049585, 0.890712380806165, -2.1713768702762843, -0.021072566785232283, 0.8922392176780694, -2.18980224958238, 0.04281227738259563, 1.4284488067339076)","(-2.1830023835055727, -0.28417640863541527, 2.4243231145052193, -0.7079466237515046, -0.49624702752786454, 2.264727924299246, 0.2333389137030677, 0.4945301999186273, 1.3039145190477046, -1.870370696971466, 0.23098180165812487, 2.6366328697388286)","(-1.5420497445733945, -0.26525724565486253, -0.7990367872049795, 6.358700841582781, 1.2579680792796244, -2.2813330030731835, 11.846587071000537, -1.381019162586377, 6.997256524127314, -1.698823429261922, -0.021363421866681054, -1.0759203390709775)"
1970/01/01/01:00:07.833000,386,7,833000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2595899291809847, -0.07292776197258544, 1.3965509268906837, -2.1305212343334485, 0.02046043694020394, 0.9373587502745986, -2.17315943593898, -0.012100209687869068, 0.9211325876091205, -2.227286737480025, 0.043514051767926, 1.4548192354621738)","(-1.7891449954041714, 0.21942333886964238, 0.05851347281812047, -0.6086471362390915, -0.39787764261545816, 2.1878050166745076, 0.15368576481584473, 0.4197924966189882, 1.359635215793502, -1.9570232723808045, -0.1178351122836891, -0.005585495645664684)","(-1.7524613430249572, -0.38567994285178286, -0.7177339193229935, 9.094181718759359, 0.7713882303968825, -3.2865467926296734, 12.596821536952095, -1.6880918443097082, 6.801180876797776, -1.9260304300043627, 0.18070014304165094, -1.101580842296433)"
1970/01/01/01:00:07.853000,387,7,853000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2884191522167363, -0.06261683640076576, 1.3737980144138815, -2.146102346627522, 0.012963797457293147, 0.9829732547321974, -2.1759518832035054, -0.004428304222657609, 0.9511868043130027, -2.263137217868321, 0.037549487317511954, 1.4274058909350016)","(-1.2600736487843358, 0.6973960741859988, -2.1786323464372703, -0.29857889180201846, -0.3786732971921409, 2.077576602756528, 0.1584909286558398, 0.36438668256273077, 1.3922461220447573, -1.7470629590942335, -0.4096235810605548, -2.6081659992805215)","(-1.481857230449243, -0.1100247698931105, -0.3912584647154125, 10.44193875232166, 0.6062627909760435, -4.071378998659433, 13.287928388504103, -1.8420445528135085, 6.432144136898524, -1.7149910678254816, 0.10333424896953236, -0.7653205852042895)"
1970/01/01/01:00:07.873000,388,7,873000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.307253797822499, -0.044507474964237126, 1.3128645717239555, -2.155484394243187, 0.00530423207330788, 1.026700513058966, -2.1785565921378316, 0.0022963857333726523, 0.9819263228276531, -2.292620412186821, 0.026752861936498284, 1.3536641980842417)","(-0.7510750032803561, 1.0150936670605637, -3.7336168520406723, 0.06520698772647493, -0.3993342377091621, 1.94660136288426, 0.20355258676969035, 0.32533792630424707, 1.399263197368066, -1.2962691204320054, -0.5927840718985059, -4.586982223165596)","(-1.0906333346282788, 0.25697838485000046, 0.032333538533761974, 10.660800737147724, 0.7157043721733038, -4.58634683146007, 13.908142627693469, -1.921702116863481, 5.973889524738112, -1.3598854286987772, -0.0948138592599519, -0.2448879009499958)"
1970/01/01/01:00:07.893000,389,7,893000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.316536365518484, -0.021953686689053065, 1.2283087185859705, -2.1581170204078646, -0.0029873395986053097, 1.0679453848364746, -2.180300360733452, 0.008355686277797147, 1.0127064600372409, -2.311326809744374, 0.013288260340581282, 1.248013451399669)","(-0.24452063225175102, 1.176041118652218, -4.594540115086077, 0.3811531312315166, -0.42921842547946626, 1.8059132936961209, 0.2742003085998681, 0.2989279493882163, 1.3709145788636286, -0.6386704591060841, -0.686015257415433, -5.825239685230896)","(-0.8217062813888761, 0.49318145007789527, 0.34352990856945453, 10.24956451815348, 0.9956879184128492, -4.80517693020535, 14.413975591077994, -1.9599694217244292, 5.594849728941648, -1.0923282104716316, -0.27177679502885743, 0.1975406849864747)"
