time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.contacts
1970/01/01/01:01:03.216000,3081,63,216000000,,"[False, True, True, False]"
1970/01/01/01:01:03.236000,3082,63,236000000,,"[False, True, True, False]"
1970/01/01/01:01:03.256000,3083,63,256000000,,"[False, True, True, False]"
1970/01/01/01:01:03.276000,3084,63,276000000,,"[False, True, True, False]"
1970/01/01/01:01:03.296000,3085,63,296000000,,"[False, True, True, False]"
1970/01/01/01:01:03.316000,3086,63,316000000,,"[False, True, True, False]"
1970/01/01/01:01:03.336000,3087,63,336000000,,"[False, True, True, True]"
1970/01/01/01:01:03.356000,3088,63,356000000,,"[False, True, True, True]"
1970/01/01/01:01:03.376000,3089,63,376000000,,"[True, True, True, True]"
1970/01/01/01:01:03.396000,3090,63,396000000,,"[True, False, False, True]"
1970/01/01/01:01:03.423000,3091,63,418000000,,"[True, False, False, True]"
1970/01/01/01:01:03.436000,3092,63,436000000,,"[True, False, False, True]"
1970/01/01/01:01:03.456000,3093,63,456000000,,"[True, False, False, True]"
1970/01/01/01:01:03.476000,3094,63,476000000,,"[True, False, False, True]"
1970/01/01/01:01:03.496000,3095,63,496000000,,"[True, False, False, True]"
1970/01/01/01:01:03.521000,3096,63,520000000,,"[True, False, False, True]"
1970/01/01/01:01:03.536000,3097,63,536000000,,"[True, False, False, True]"
1970/01/01/01:01:03.556000,3098,63,556000000,,"[True, False, True, True]"
1970/01/01/01:01:03.576000,3099,63,576000000,,"[True, False, True, True]"
1970/01/01/01:01:03.596000,3100,63,596000000,,"[True, False, True, True]"
1970/01/01/01:01:03.616000,3101,63,616000000,,"[True, False, True, True]"
1970/01/01/01:01:03.638000,3102,63,638000000,,"[False, False, True, False]"
1970/01/01/01:01:03.656000,3103,63,656000000,,"[False, False, True, False]"
1970/01/01/01:01:03.676000,3104,63,676000000,,"[False, False, True, False]"
1970/01/01/01:01:03.696000,3105,63,696000000,,"[False, False, True, False]"
1970/01/01/01:01:03.716000,3106,63,716000000,,"[False, True, True, False]"
1970/01/01/01:01:03.736000,3107,63,736000000,,"[False, True, True, False]"
1970/01/01/01:01:03.756000,3108,63,756000000,,"[False, True, True, False]"
1970/01/01/01:01:03.776000,3109,63,776000000,,"[False, True, True, False]"
1970/01/01/01:01:03.796000,3110,63,796000000,,"[False, True, True, False]"
1970/01/01/01:01:03.816000,3111,63,816000000,,"[False, True, True, False]"
1970/01/01/01:01:03.840000,3112,63,840000000,,"[False, True, True, False]"
1970/01/01/01:01:03.857000,3113,63,857000000,,"[False, True, True, True]"
1970/01/01/01:01:03.876000,3114,63,876000000,,"[True, False, True, True]"
1970/01/01/01:01:03.896000,3115,63,896000000,,"[True, False, False, True]"
1970/01/01/01:01:03.916000,3116,63,916000000,,"[True, False, False, True]"
1970/01/01/01:01:03.936000,3117,63,936000000,,"[True, False, False, True]"
1970/01/01/01:01:03.956000,3118,63,956000000,,"[True, False, False, True]"
1970/01/01/01:01:03.976000,3119,63,976000000,,"[False, False, False, False]"
1970/01/01/01:01:03.996000,3120,63,996000000,,"[True, False, False, True]"
1970/01/01/01:01:04.019000,3121,64,18000000,,"[True, False, False, True]"
1970/01/01/01:01:04.036000,3122,64,36000000,,"[True, False, False, True]"
1970/01/01/01:01:04.056000,3123,64,56000000,,"[True, False, False, True]"
1970/01/01/01:01:04.089000,3124,64,88000000,,"[True, False, True, True]"
1970/01/01/01:01:04.096000,3125,64,96000000,,"[True, False, True, True]"
1970/01/01/01:01:04.116000,3126,64,116000000,,"[True, False, True, True]"
1970/01/01/01:01:04.136000,3127,64,136000000,,"[False, False, True, False]"
1970/01/01/01:01:04.157000,3128,64,156000000,,"[False, True, True, False]"
1970/01/01/01:01:04.176000,3129,64,176000000,,"[False, False, False, False]"
1970/01/01/01:01:04.191000,3130,64,200000000,,"[False, True, True, False]"
1970/01/01/01:01:04.216000,3131,64,216000000,,"[False, True, True, False]"
1970/01/01/01:01:04.236000,3132,64,236000000,,"[False, True, True, False]"
1970/01/01/01:01:04.256000,3133,64,256000000,,"[False, True, True, False]"
1970/01/01/01:01:04.276000,3134,64,276000000,,"[False, True, True, False]"
1970/01/01/01:01:04.296000,3135,64,296000000,,"[False, True, True, False]"
1970/01/01/01:01:04.316000,3136,64,316000000,,"[False, True, True, False]"
1970/01/01/01:01:04.336000,3137,64,336000000,,"[True, True, True, False]"
1970/01/01/01:01:04.356000,3138,64,356000000,,"[True, False, True, False]"
1970/01/01/01:01:04.378000,3139,64,376000000,,"[True, False, True, False]"
1970/01/01/01:01:04.396000,3140,64,396000000,,"[False, False, False, True]"
1970/01/01/01:01:04.420000,3141,64,417000000,,"[True, False, False, True]"
1970/01/01/01:01:04.434000,3142,64,436000000,,"[True, False, False, True]"
1970/01/01/01:01:04.456000,3143,64,456000000,,"[True, False, False, True]"
1970/01/01/01:01:04.476000,3144,64,476000000,,"[True, False, False, True]"
1970/01/01/01:01:04.495000,3145,64,496000000,,"[True, False, False, True]"
1970/01/01/01:01:04.516000,3146,64,516000000,,"[True, False, False, True]"
1970/01/01/01:01:04.536000,3147,64,536000000,,"[True, False, False, True]"
1970/01/01/01:01:04.557000,3148,64,557000000,,"[True, False, False, True]"
1970/01/01/01:01:04.576000,3149,64,576000000,,"[True, False, False, True]"
1970/01/01/01:01:04.596000,3150,64,596000000,,"[True, False, True, True]"
1970/01/01/01:01:04.616000,3151,64,616000000,,"[True, False, True, True]"
1970/01/01/01:01:04.636000,3152,64,636000000,,"[False, True, True, False]"
1970/01/01/01:01:04.655000,3153,64,656000000,,"[False, True, True, False]"
1970/01/01/01:01:04.677000,3154,64,677000000,,"[False, True, True, False]"
1970/01/01/01:01:04.696000,3155,64,696000000,,"[False, True, True, False]"
1970/01/01/01:01:04.716000,3156,64,716000000,,"[False, True, True, False]"
1970/01/01/01:01:04.736000,3157,64,736000000,,"[False, True, True, False]"
1970/01/01/01:01:04.756000,3158,64,756000000,,"[False, True, True, False]"
1970/01/01/01:01:04.777000,3159,64,776000000,,"[False, True, True, False]"
1970/01/01/01:01:04.796000,3160,64,796000000,,"[False, True, True, False]"
1970/01/01/01:01:04.816000,3161,64,816000000,,"[False, True, True, False]"
1970/01/01/01:01:04.836000,3162,64,836000000,,"[False, True, True, False]"
1970/01/01/01:01:04.856000,3163,64,856000000,,"[True, True, True, False]"
1970/01/01/01:01:04.876000,3164,64,876000000,,"[True, False, True, True]"
1970/01/01/01:01:04.896000,3165,64,896000000,,"[True, False, False, True]"
1970/01/01/01:01:04.916000,3166,64,916000000,,"[True, False, False, True]"
1970/01/01/01:01:04.936000,3167,64,936000000,,"[True, False, False, True]"
1970/01/01/01:01:04.956000,3168,64,956000000,,"[True, False, False, True]"
1970/01/01/01:01:04.976000,3169,64,976000000,,"[True, False, False, True]"
1970/01/01/01:01:04.997000,3170,64,996000000,,"[True, False, False, True]"
1970/01/01/01:01:05.016000,3171,65,16000000,,"[True, False, False, True]"
1970/01/01/01:01:05.036000,3172,65,36000000,,"[True, False, False, True]"
1970/01/01/01:01:05.056000,3173,65,56000000,,"[True, False, False, True]"
1970/01/01/01:01:05.076000,3174,65,77000000,,"[False, False, False, True]"
1970/01/01/01:01:05.096000,3175,65,96000000,,"[True, False, True, True]"
1970/01/01/01:01:05.116000,3176,65,116000000,,"[True, False, True, True]"
1970/01/01/01:01:05.136000,3177,65,136000000,,"[False, False, True, False]"
1970/01/01/01:01:05.156000,3178,65,156000000,,"[False, True, True, False]"
1970/01/01/01:01:05.180000,3179,65,181000000,,"[False, True, True, False]"
1970/01/01/01:01:05.197000,3180,65,196000000,,"[False, True, True, False]"
1970/01/01/01:01:05.216000,3181,65,216000000,,"[False, True, True, False]"
1970/01/01/01:01:05.236000,3182,65,236000000,,"[False, True, True, False]"
1970/01/01/01:01:05.256000,3183,65,256000000,,"[False, True, True, False]"
1970/01/01/01:01:05.276000,3184,65,276000000,,"[False, True, True, False]"
1970/01/01/01:01:05.296000,3185,65,296000000,,"[False, True, True, False]"
1970/01/01/01:01:05.316000,3186,65,316000000,,"[False, True, True, False]"
1970/01/01/01:01:05.336000,3187,65,336000000,,"[False, True, True, False]"
1970/01/01/01:01:05.356000,3188,65,356000000,,"[False, True, True, True]"
1970/01/01/01:01:05.376000,3189,65,376000000,,"[True, True, True, True]"
1970/01/01/01:01:05.396000,3190,65,396000000,,"[True, False, False, True]"
1970/01/01/01:01:05.416000,3191,65,416000000,,"[True, False, False, True]"
1970/01/01/01:01:05.436000,3192,65,436000000,,"[True, False, False, True]"
1970/01/01/01:01:05.456000,3193,65,456000000,,"[True, False, False, True]"
1970/01/01/01:01:05.476000,3194,65,476000000,,"[True, False, False, True]"
1970/01/01/01:01:05.497000,3195,65,497000000,,"[True, False, False, True]"
1970/01/01/01:01:05.516000,3196,65,516000000,,"[True, False, False, True]"
1970/01/01/01:01:05.536000,3197,65,536000000,,"[True, False, False, True]"
1970/01/01/01:01:05.557000,3198,65,557000000,,"[True, False, False, True]"
1970/01/01/01:01:05.577000,3199,65,577000000,,"[True, False, False, True]"
1970/01/01/01:01:05.596000,3200,65,596000000,,"[True, False, True, True]"
1970/01/01/01:01:05.616000,3201,65,616000000,,"[False, False, False, True]"
1970/01/01/01:01:05.636000,3202,65,636000000,,"[False, True, True, True]"
1970/01/01/01:01:05.656000,3203,65,656000000,,"[False, True, True, False]"
1970/01/01/01:01:05.676000,3204,65,676000000,,"[False, True, True, False]"
1970/01/01/01:01:05.703000,3205,65,701000000,,"[False, True, True, False]"
1970/01/01/01:01:05.716000,3206,65,716000000,,"[False, True, True, False]"
1970/01/01/01:01:05.736000,3207,65,736000000,,"[False, True, True, False]"
1970/01/01/01:01:05.756000,3208,65,756000000,,"[False, True, True, False]"
1970/01/01/01:01:05.776000,3209,65,776000000,,"[False, True, True, False]"
1970/01/01/01:01:05.796000,3210,65,796000000,,"[False, True, True, False]"
1970/01/01/01:01:05.816000,3211,65,816000000,,"[False, True, True, False]"
1970/01/01/01:01:05.836000,3212,65,836000000,,"[False, True, True, False]"
1970/01/01/01:01:05.856000,3213,65,856000000,,"[False, True, True, True]"
1970/01/01/01:01:05.876000,3214,65,876000000,,"[True, True, True, True]"
1970/01/01/01:01:05.896000,3215,65,896000000,,"[True, False, False, True]"
1970/01/01/01:01:05.916000,3216,65,916000000,,"[True, False, False, True]"
1970/01/01/01:01:05.936000,3217,65,936000000,,"[False, False, False, False]"
1970/01/01/01:01:05.956000,3218,65,956000000,,"[True, False, False, True]"
1970/01/01/01:01:05.976000,3219,65,976000000,,"[True, False, False, True]"
1970/01/01/01:01:05.997000,3220,65,997000000,,"[True, False, False, True]"
1970/01/01/01:01:06.016000,3221,66,16000000,,"[True, False, False, True]"
1970/01/01/01:01:06.035000,3222,66,36000000,,"[True, False, False, True]"
1970/01/01/01:01:06.056000,3223,66,56000000,,"[True, False, False, True]"
1970/01/01/01:01:06.076000,3224,66,76000000,,"[True, False, True, True]"
1970/01/01/01:01:06.096000,3225,66,96000000,,"[True, False, True, True]"
1970/01/01/01:01:06.116000,3226,66,116000000,,"[True, False, True, True]"
1970/01/01/01:01:06.137000,3227,66,137000000,,"[False, False, True, True]"
1970/01/01/01:01:06.154000,3228,66,156000000,,"[False, False, True, False]"
1970/01/01/01:01:06.176000,3229,66,176000000,,"[False, False, True, False]"
1970/01/01/01:01:06.196000,3230,66,196000000,,"[False, False, True, False]"
1970/01/01/01:01:06.216000,3231,66,216000000,,"[False, True, True, False]"
1970/01/01/01:01:06.236000,3232,66,236000000,,"[False, True, True, False]"
1970/01/01/01:01:06.256000,3233,66,256000000,,"[False, True, True, False]"
1970/01/01/01:01:06.277000,3234,66,277000000,,"[False, True, True, False]"
1970/01/01/01:01:06.296000,3235,66,296000000,,"[False, True, True, False]"
1970/01/01/01:01:06.316000,3236,66,316000000,,"[False, True, True, False]"
1970/01/01/01:01:06.336000,3237,66,336000000,,"[False, True, True, True]"
1970/01/01/01:01:06.356000,3238,66,356000000,,"[False, True, True, True]"
1970/01/01/01:01:06.376000,3239,66,376000000,,"[False, True, True, True]"
1970/01/01/01:01:06.395000,3240,66,396000000,,"[True, False, False, True]"
1970/01/01/01:01:06.416000,3241,66,416000000,,"[True, False, False, True]"
1970/01/01/01:01:06.436000,3242,66,436000000,,"[True, False, False, True]"
1970/01/01/01:01:06.456000,3243,66,456000000,,"[True, False, False, True]"
1970/01/01/01:01:06.476000,3244,66,476000000,,"[True, False, False, True]"
1970/01/01/01:01:06.496000,3245,66,496000000,,"[True, False, False, True]"
1970/01/01/01:01:06.516000,3246,66,516000000,,"[True, False, False, True]"
1970/01/01/01:01:06.537000,3247,66,536000000,,"[True, False, False, True]"
1970/01/01/01:01:06.556000,3248,66,556000000,,"[True, False, False, True]"
1970/01/01/01:01:06.576000,3249,66,576000000,,"[True, False, False, True]"
1970/01/01/01:01:06.596000,3250,66,596000000,,"[True, False, True, True]"
1970/01/01/01:01:06.616000,3251,66,616000000,,"[True, False, True, True]"
1970/01/01/01:01:06.636000,3252,66,636000000,,"[True, False, True, True]"
1970/01/01/01:01:06.656000,3253,66,656000000,,"[False, True, True, False]"
1970/01/01/01:01:06.676000,3254,66,676000000,,"[False, True, True, False]"
1970/01/01/01:01:06.696000,3255,66,696000000,,"[False, True, True, False]"
1970/01/01/01:01:06.720000,3256,66,716000000,,"[False, True, True, False]"
1970/01/01/01:01:06.736000,3257,66,736000000,,"[False, True, True, False]"
1970/01/01/01:01:06.756000,3258,66,756000000,,"[False, True, True, False]"
1970/01/01/01:01:06.776000,3259,66,776000000,,"[False, True, True, False]"
1970/01/01/01:01:06.796000,3260,66,796000000,,"[False, True, True, False]"
1970/01/01/01:01:06.816000,3261,66,816000000,,"[False, True, True, False]"
1970/01/01/01:01:06.837000,3262,66,837000000,,"[False, True, True, True]"
1970/01/01/01:01:06.857000,3263,66,856000000,,"[False, True, True, True]"
1970/01/01/01:01:06.876000,3264,66,876000000,,"[False, True, True, True]"
1970/01/01/01:01:06.896000,3265,66,896000000,,"[False, False, False, True]"
1970/01/01/01:01:06.916000,3266,66,916000000,,"[True, False, False, True]"
1970/01/01/01:01:06.936000,3267,66,936000000,,"[True, False, False, True]"
1970/01/01/01:01:06.956000,3268,66,956000000,,"[True, False, False, True]"
1970/01/01/01:01:06.976000,3269,66,976000000,,"[True, False, False, True]"
1970/01/01/01:01:06.996000,3270,66,996000000,,"[True, False, False, True]"
1970/01/01/01:01:07.016000,3271,67,16000000,,"[True, False, False, True]"
1970/01/01/01:01:07.036000,3272,67,36000000,,"[True, False, False, True]"
1970/01/01/01:01:07.056000,3273,67,56000000,,"[True, False, False, True]"
1970/01/01/01:01:07.076000,3274,67,76000000,,"[True, False, False, True]"
1970/01/01/01:01:07.097000,3275,67,96000000,,"[True, False, True, True]"
1970/01/01/01:01:07.116000,3276,67,116000000,,"[False, False, False, False]"
1970/01/01/01:01:07.137000,3277,67,137000000,,"[False, False, True, True]"
1970/01/01/01:01:07.156000,3278,67,156000000,,"[False, False, True, False]"
1970/01/01/01:01:07.176000,3279,67,176000000,,"[False, False, True, False]"
1970/01/01/01:01:07.196000,3280,67,196000000,,"[False, True, True, False]"
1970/01/01/01:01:07.216000,3281,67,216000000,,"[False, True, True, False]"
1970/01/01/01:01:07.238000,3282,67,236000000,,"[False, True, True, False]"
1970/01/01/01:01:07.257000,3283,67,256000000,,"[False, True, True, False]"
1970/01/01/01:01:07.276000,3284,67,276000000,,"[False, True, True, False]"
1970/01/01/01:01:07.296000,3285,67,296000000,,"[False, True, True, False]"
1970/01/01/01:01:07.316000,3286,67,316000000,,"[False, True, True, False]"
1970/01/01/01:01:07.336000,3287,67,336000000,,"[False, True, True, False]"
1970/01/01/01:01:07.355000,3288,67,356000000,,"[False, True, True, True]"
1970/01/01/01:01:07.376000,3289,67,376000000,,"[False, True, True, True]"
1970/01/01/01:01:07.396000,3290,67,396000000,,"[False, False, False, True]"
1970/01/01/01:01:07.416000,3291,67,416000000,,"[True, False, False, True]"
1970/01/01/01:01:07.436000,3292,67,436000000,,"[True, False, False, True]"
1970/01/01/01:01:07.456000,3293,67,456000000,,"[True, False, False, True]"
1970/01/01/01:01:07.476000,3294,67,476000000,,"[True, False, False, True]"
1970/01/01/01:01:07.496000,3295,67,496000000,,"[True, False, False, True]"
1970/01/01/01:01:07.516000,3296,67,516000000,,"[True, False, False, True]"
1970/01/01/01:01:07.536000,3297,67,536000000,,"[True, False, False, True]"
1970/01/01/01:01:07.556000,3298,67,556000000,,"[True, False, False, True]"
1970/01/01/01:01:07.576000,3299,67,576000000,,"[True, False, False, True]"
1970/01/01/01:01:07.597000,3300,67,596000000,,"[True, False, True, True]"
1970/01/01/01:01:07.617000,3301,67,616000000,,"[True, False, True, True]"
1970/01/01/01:01:07.636000,3302,67,636000000,,"[True, False, True, True]"
1970/01/01/01:01:07.656000,3303,67,656000000,,"[False, False, True, False]"
1970/01/01/01:01:07.676000,3304,67,676000000,,"[False, False, True, False]"
1970/01/01/01:01:07.703000,3305,67,703000000,,"[False, False, True, False]"
1970/01/01/01:01:07.714000,3306,67,716000000,,"[False, True, True, False]"
1970/01/01/01:01:07.736000,3307,67,736000000,,"[False, True, True, False]"
1970/01/01/01:01:07.757000,3308,67,756000000,,"[False, True, True, False]"
1970/01/01/01:01:07.776000,3309,67,776000000,,"[False, True, True, False]"
1970/01/01/01:01:07.796000,3310,67,796000000,,"[False, True, True, False]"
1970/01/01/01:01:07.823000,3311,67,823000000,,"[False, True, True, False]"
1970/01/01/01:01:07.837000,3312,67,836000000,,"[False, True, True, False]"
1970/01/01/01:01:07.855000,3313,67,856000000,,"[False, True, True, True]"
1970/01/01/01:01:07.876000,3314,67,876000000,,"[False, True, True, True]"
1970/01/01/01:01:07.897000,3315,67,897000000,,"[False, False, False, True]"
1970/01/01/01:01:07.918000,3316,67,916000000,,"[False, False, False, True]"
1970/01/01/01:01:07.936000,3317,67,936000000,,"[True, False, False, True]"
1970/01/01/01:01:07.957000,3318,67,957000000,,"[True, False, False, True]"
1970/01/01/01:01:07.976000,3319,67,976000000,,"[True, False, False, True]"
1970/01/01/01:01:07.996000,3320,67,996000000,,"[True, False, False, True]"
1970/01/01/01:01:08.016000,3321,68,16000000,,"[True, False, False, True]"
1970/01/01/01:01:08.036000,3322,68,36000000,,"[True, False, False, True]"
1970/01/01/01:01:08.056000,3323,68,56000000,,"[True, False, False, True]"
1970/01/01/01:01:08.075000,3324,68,77000000,,"[True, False, False, True]"
1970/01/01/01:01:08.097000,3325,68,97000000,,"[True, False, True, True]"
1970/01/01/01:01:08.116000,3326,68,116000000,,"[True, False, True, True]"
1970/01/01/01:01:08.136000,3327,68,136000000,,"[True, False, True, True]"
1970/01/01/01:01:08.156000,3328,68,156000000,,"[False, False, True, False]"
1970/01/01/01:01:08.185000,3329,68,185000000,,"[False, False, True, False]"
1970/01/01/01:01:08.196000,3330,68,196000000,,"[False, True, True, False]"
1970/01/01/01:01:08.216000,3331,68,216000000,,"[False, True, True, False]"
1970/01/01/01:01:08.237000,3332,68,236000000,,"[False, True, True, False]"
1970/01/01/01:01:08.256000,3333,68,256000000,,"[False, True, True, False]"
1970/01/01/01:01:08.277000,3334,68,277000000,,"[False, True, True, False]"
1970/01/01/01:01:08.296000,3335,68,296000000,,"[False, True, True, False]"
1970/01/01/01:01:08.320000,3336,68,320000000,,"[False, True, True, False]"
1970/01/01/01:01:08.336000,3337,68,336000000,,"[False, True, True, False]"
1970/01/01/01:01:08.356000,3338,68,356000000,,"[False, True, True, True]"
1970/01/01/01:01:08.376000,3339,68,376000000,,"[False, True, True, True]"
1970/01/01/01:01:08.403000,3340,68,403000000,,"[False, False, False, True]"
1970/01/01/01:01:08.415000,3341,68,416000000,,"[False, False, False, True]"
1970/01/01/01:01:08.436000,3342,68,436000000,,"[True, False, False, True]"
1970/01/01/01:01:08.456000,3343,68,456000000,,"[True, False, False, True]"
1970/01/01/01:01:08.478000,3344,68,476000000,,"[True, False, False, True]"
1970/01/01/01:01:08.498000,3345,68,497000000,,"[True, False, False, True]"
1970/01/01/01:01:08.516000,3346,68,516000000,,"[True, False, False, True]"
1970/01/01/01:01:08.536000,3347,68,536000000,,"[True, False, False, True]"
1970/01/01/01:01:08.555000,3348,68,556000000,,"[True, False, False, True]"
1970/01/01/01:01:08.582000,3349,68,581000000,,"[True, False, False, True]"
1970/01/01/01:01:08.596000,3350,68,596000000,,"[True, False, False, True]"
1970/01/01/01:01:08.618000,3351,68,616000000,,"[True, False, True, True]"
1970/01/01/01:01:08.638000,3352,68,638000000,,"[True, False, True, True]"
1970/01/01/01:01:08.656000,3353,68,656000000,,"[False, True, True, False]"
1970/01/01/01:01:08.676000,3354,68,676000000,,"[False, True, True, False]"
1970/01/01/01:01:08.698000,3355,68,698000000,,"[False, True, True, False]"
1970/01/01/01:01:08.716000,3356,68,716000000,,"[False, True, True, False]"
1970/01/01/01:01:08.736000,3357,68,736000000,,"[False, True, True, False]"
1970/01/01/01:01:08.756000,3358,68,756000000,,"[False, True, True, False]"
1970/01/01/01:01:08.776000,3359,68,776000000,,"[False, True, True, False]"
1970/01/01/01:01:08.796000,3360,68,796000000,,"[False, True, True, False]"
1970/01/01/01:01:08.816000,3361,68,816000000,,"[False, True, True, False]"
1970/01/01/01:01:08.836000,3362,68,836000000,,"[False, True, True, True]"
1970/01/01/01:01:08.856000,3363,68,856000000,,"[False, True, True, True]"
1970/01/01/01:01:08.876000,3364,68,876000000,,"[False, True, True, True]"
1970/01/01/01:01:08.899000,3365,68,897000000,,"[False, True, True, True]"
1970/01/01/01:01:08.919000,3366,68,919000000,,"[False, False, False, True]"
1970/01/01/01:01:08.936000,3367,68,936000000,,"[False, False, False, True]"
1970/01/01/01:01:08.955000,3368,68,956000000,,"[True, False, False, True]"
1970/01/01/01:01:08.976000,3369,68,976000000,,"[True, False, False, True]"
1970/01/01/01:01:08.997000,3370,68,997000000,,"[True, False, False, True]"
1970/01/01/01:01:09.016000,3371,69,16000000,,"[True, False, False, True]"
1970/01/01/01:01:09.036000,3372,69,36000000,,"[True, False, False, True]"
1970/01/01/01:01:09.056000,3373,69,56000000,,"[True, False, False, True]"
1970/01/01/01:01:09.076000,3374,69,76000000,,"[True, False, False, True]"
1970/01/01/01:01:09.096000,3375,69,96000000,,"[True, False, False, True]"
1970/01/01/01:01:09.116000,3376,69,116000000,,"[True, False, True, True]"
1970/01/01/01:01:09.136000,3377,69,136000000,,"[True, False, True, True]"
1970/01/01/01:01:09.156000,3378,69,156000000,,"[False, False, True, False]"
1970/01/01/01:01:09.176000,3379,69,176000000,,"[False, True, True, False]"
1970/01/01/01:01:09.196000,3380,69,196000000,,"[False, True, True, False]"
1970/01/01/01:01:09.216000,3381,69,216000000,,"[False, True, True, False]"
1970/01/01/01:01:09.236000,3382,69,236000000,,"[False, True, True, False]"
1970/01/01/01:01:09.256000,3383,69,256000000,,"[False, True, True, False]"
1970/01/01/01:01:09.276000,3384,69,276000000,,"[False, True, True, False]"
1970/01/01/01:01:09.296000,3385,69,296000000,,"[False, True, True, False]"
1970/01/01/01:01:09.316000,3386,69,316000000,,"[False, True, True, False]"
1970/01/01/01:01:09.336000,3387,69,336000000,,"[False, True, True, False]"
1970/01/01/01:01:09.356000,3388,69,356000000,,"[False, True, True, True]"
1970/01/01/01:01:09.376000,3389,69,376000000,,"[False, True, True, True]"
1970/01/01/01:01:09.397000,3390,69,397000000,,"[False, False, False, True]"
1970/01/01/01:01:09.416000,3391,69,416000000,,"[False, False, False, True]"
1970/01/01/01:01:09.439000,3392,69,439000000,,"[True, False, False, True]"
1970/01/01/01:01:09.456000,3393,69,456000000,,"[True, False, False, True]"
1970/01/01/01:01:09.476000,3394,69,476000000,,"[True, False, False, True]"
1970/01/01/01:01:09.496000,3395,69,496000000,,"[True, False, False, True]"
1970/01/01/01:01:09.519000,3396,69,516000000,,"[True, False, False, True]"
1970/01/01/01:01:09.537000,3397,69,537000000,,"[True, False, False, True]"
1970/01/01/01:01:09.570000,3398,69,566000000,,"[True, False, False, True]"
1970/01/01/01:01:09.576000,3399,69,576000000,,"[True, False, False, True]"
1970/01/01/01:01:09.596000,3400,69,596000000,,"[True, False, False, True]"
1970/01/01/01:01:09.616000,3401,69,616000000,,"[True, False, True, True]"
1970/01/01/01:01:09.636000,3402,69,636000000,,"[True, False, True, True]"
1970/01/01/01:01:09.656000,3403,69,656000000,,"[False, False, True, False]"
1970/01/01/01:01:09.677000,3404,69,677000000,,"[False, True, True, False]"
1970/01/01/01:01:09.698000,3405,69,698000000,,"[False, True, True, False]"
1970/01/01/01:01:09.716000,3406,69,716000000,,"[False, True, True, False]"
1970/01/01/01:01:09.736000,3407,69,736000000,,"[False, True, True, False]"
1970/01/01/01:01:09.756000,3408,69,756000000,,"[False, True, True, False]"
1970/01/01/01:01:09.775000,3409,69,786000000,,"[False, True, True, False]"
1970/01/01/01:01:09.797000,3410,69,797000000,,"[False, True, True, False]"
1970/01/01/01:01:09.817000,3411,69,816000000,,"[False, True, True, False]"
1970/01/01/01:01:09.836000,3412,69,836000000,,"[False, True, True, False]"
1970/01/01/01:01:09.856000,3413,69,856000000,,"[False, True, True, True]"
1970/01/01/01:01:09.877000,3414,69,877000000,,"[False, True, True, True]"
1970/01/01/01:01:09.892000,3415,69,900000000,,"[False, True, True, True]"
1970/01/01/01:01:09.918000,3416,69,916000000,,"[True, False, False, True]"
1970/01/01/01:01:09.936000,3417,69,936000000,,"[True, False, False, True]"
1970/01/01/01:01:09.956000,3418,69,957000000,,"[True, False, False, True]"
1970/01/01/01:01:09.977000,3419,69,977000000,,"[True, False, False, True]"
1970/01/01/01:01:09.996000,3420,69,996000000,,"[True, False, False, True]"
1970/01/01/01:01:10.019000,3421,70,19000000,,"[True, False, False, True]"
1970/01/01/01:01:10.037000,3422,70,36000000,,"[True, False, False, True]"
1970/01/01/01:01:10.056000,3423,70,56000000,,"[True, False, False, True]"
1970/01/01/01:01:10.076000,3424,70,76000000,,"[True, False, False, True]"
1970/01/01/01:01:10.096000,3425,70,96000000,,"[True, False, False, True]"
1970/01/01/01:01:10.116000,3426,70,116000000,,"[True, False, True, True]"
1970/01/01/01:01:10.136000,3427,70,136000000,,"[True, False, True, True]"
1970/01/01/01:01:10.156000,3428,70,156000000,,"[False, False, True, False]"
1970/01/01/01:01:10.176000,3429,70,176000000,,"[False, True, True, False]"
1970/01/01/01:01:10.197000,3430,70,196000000,,"[False, True, True, False]"
1970/01/01/01:01:10.219000,3431,70,219000000,,"[False, True, True, False]"
1970/01/01/01:01:10.237000,3432,70,237000000,,"[False, True, True, False]"
1970/01/01/01:01:10.256000,3433,70,256000000,,"[False, True, True, False]"
1970/01/01/01:01:10.277000,3434,70,277000000,,"[False, True, True, False]"
1970/01/01/01:01:10.295000,3435,70,296000000,,"[False, True, True, False]"
1970/01/01/01:01:10.316000,3436,70,316000000,,"[False, True, True, False]"
1970/01/01/01:01:10.336000,3437,70,336000000,,"[False, True, True, False]"
1970/01/01/01:01:10.356000,3438,70,356000000,,"[False, True, True, False]"
1970/01/01/01:01:10.376000,3439,70,376000000,,"[False, True, True, True]"
1970/01/01/01:01:10.396000,3440,70,396000000,,"[False, True, True, True]"
1970/01/01/01:01:10.416000,3441,70,416000000,,"[True, False, False, True]"
1970/01/01/01:01:10.437000,3442,70,437000000,,"[True, False, False, True]"
1970/01/01/01:01:10.470000,3443,70,470000000,,"[True, False, False, True]"
1970/01/01/01:01:10.475000,3444,70,476000000,,"[True, False, False, True]"
1970/01/01/01:01:10.498000,3445,70,498000000,,"[True, False, False, True]"
1970/01/01/01:01:10.520000,3446,70,516000000,,"[True, False, False, True]"
1970/01/01/01:01:10.536000,3447,70,536000000,,"[True, False, False, True]"
