time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.contacts
1970/01/01/01:05:47.137000,17277,347,137000000,,"[True, False, False, True]"
1970/01/01/01:05:47.155000,17278,347,156000000,,"[True, False, True, True]"
1970/01/01/01:05:47.176000,17279,347,176000000,,"[True, False, True, True]"
1970/01/01/01:05:47.196000,17280,347,196000000,,"[False, False, True, False]"
1970/01/01/01:05:47.216000,17281,347,216000000,,"[False, True, True, False]"
1970/01/01/01:05:47.236000,17282,347,236000000,,"[False, True, True, False]"
1970/01/01/01:05:47.256000,17283,347,256000000,,"[False, True, True, False]"
1970/01/01/01:05:47.276000,17284,347,276000000,,"[False, True, True, False]"
1970/01/01/01:05:47.296000,17285,347,296000000,,"[False, True, True, False]"
1970/01/01/01:05:47.316000,17286,347,316000000,,"[False, True, True, False]"
1970/01/01/01:05:47.336000,17287,347,336000000,,"[False, False, False, False]"
1970/01/01/01:05:47.356000,17288,347,356000000,,"[False, True, True, False]"
1970/01/01/01:05:47.376000,17289,347,376000000,,"[False, True, True, False]"
1970/01/01/01:05:47.396000,17290,347,396000000,,"[False, True, True, False]"
1970/01/01/01:05:47.416000,17291,347,416000000,,"[False, True, True, True]"
1970/01/01/01:05:47.434000,17292,347,436000000,,"[False, True, True, True]"
1970/01/01/01:05:47.457000,17293,347,457000000,,"[False, False, False, True]"
1970/01/01/01:05:47.488000,17294,347,483000000,,"[True, False, False, True]"
1970/01/01/01:05:47.496000,17295,347,496000000,,"[True, False, False, True]"
1970/01/01/01:05:47.517000,17296,347,517000000,,"[True, False, False, True]"
1970/01/01/01:05:47.536000,17297,347,536000000,,"[True, False, False, True]"
1970/01/01/01:05:47.556000,17298,347,556000000,,"[True, False, False, True]"
1970/01/01/01:05:47.577000,17299,347,576000000,,"[True, False, False, True]"
1970/01/01/01:05:47.600000,17300,347,600000000,,"[True, False, False, True]"
1970/01/01/01:05:47.616000,17301,347,616000000,,"[True, False, False, True]"
1970/01/01/01:05:47.632000,17302,347,636000000,,"[True, False, False, True]"
1970/01/01/01:05:47.656000,17303,347,656000000,,"[True, False, True, True]"
1970/01/01/01:05:47.676000,17304,347,676000000,,"[True, False, True, True]"
1970/01/01/01:05:47.697000,17305,347,696000000,,"[False, False, True, False]"
1970/01/01/01:05:47.716000,17306,347,716000000,,"[False, False, True, False]"
1970/01/01/01:05:47.736000,17307,347,736000000,,"[False, True, True, False]"
1970/01/01/01:05:47.756000,17308,347,756000000,,"[False, True, True, False]"
1970/01/01/01:05:47.776000,17309,347,776000000,,"[False, True, True, False]"
1970/01/01/01:05:47.796000,17310,347,796000000,,"[False, True, True, False]"
1970/01/01/01:05:47.826000,17311,347,826000000,,"[False, True, True, False]"
1970/01/01/01:05:47.837000,17312,347,837000000,,"[False, True, True, False]"
1970/01/01/01:05:47.856000,17313,347,856000000,,"[False, True, True, False]"
1970/01/01/01:05:47.876000,17314,347,876000000,,"[False, True, True, False]"
1970/01/01/01:05:47.897000,17315,347,897000000,,"[False, True, True, False]"
1970/01/01/01:05:47.916000,17316,347,916000000,,"[False, True, True, True]"
1970/01/01/01:05:47.936000,17317,347,936000000,,"[False, True, True, True]"
1970/01/01/01:05:47.957000,17318,347,956000000,,"[True, False, False, True]"
1970/01/01/01:05:47.976000,17319,347,976000000,,"[True, False, False, True]"
1970/01/01/01:05:47.996000,17320,347,996000000,,"[True, False, False, True]"
1970/01/01/01:05:48.016000,17321,348,16000000,,"[True, False, False, True]"
1970/01/01/01:05:48.037000,17322,348,37000000,,"[True, False, False, True]"
1970/01/01/01:05:48.066000,17323,348,63000000,,"[True, False, False, True]"
1970/01/01/01:05:48.077000,17324,348,77000000,,"[True, False, False, True]"
1970/01/01/01:05:48.096000,17325,348,96000000,,"[True, False, False, True]"
1970/01/01/01:05:48.116000,17326,348,116000000,,"[True, False, False, True]"
1970/01/01/01:05:48.136000,17327,348,136000000,,"[True, False, False, True]"
1970/01/01/01:05:48.156000,17328,348,156000000,,"[True, False, True, True]"
1970/01/01/01:05:48.176000,17329,348,176000000,,"[True, False, True, True]"
1970/01/01/01:05:48.196000,17330,348,196000000,,"[False, False, True, False]"
1970/01/01/01:05:48.216000,17331,348,216000000,,"[False, False, True, False]"
1970/01/01/01:05:48.236000,17332,348,236000000,,"[False, True, True, False]"
1970/01/01/01:05:48.256000,17333,348,256000000,,"[False, True, True, False]"
1970/01/01/01:05:48.276000,17334,348,276000000,,"[False, True, True, False]"
1970/01/01/01:05:48.296000,17335,348,296000000,,"[False, True, True, False]"
1970/01/01/01:05:48.316000,17336,348,316000000,,"[False, True, True, False]"
1970/01/01/01:05:48.337000,17337,348,337000000,,"[False, True, True, False]"
1970/01/01/01:05:48.357000,17338,348,357000000,,"[False, True, True, False]"
1970/01/01/01:05:48.376000,17339,348,376000000,,"[False, True, True, False]"
1970/01/01/01:05:48.396000,17340,348,396000000,,"[False, True, True, False]"
1970/01/01/01:05:48.416000,17341,348,416000000,,"[False, True, True, True]"
1970/01/01/01:05:48.436000,17342,348,436000000,,"[False, True, True, True]"
1970/01/01/01:05:48.457000,17343,348,456000000,,"[True, False, False, True]"
1970/01/01/01:05:48.476000,17344,348,476000000,,"[True, False, False, True]"
1970/01/01/01:05:48.496000,17345,348,496000000,,"[True, False, False, True]"
1970/01/01/01:05:48.516000,17346,348,516000000,,"[True, False, False, True]"
1970/01/01/01:05:48.536000,17347,348,536000000,,"[True, False, False, True]"
1970/01/01/01:05:48.556000,17348,348,556000000,,"[True, False, False, True]"
1970/01/01/01:05:48.577000,17349,348,577000000,,"[True, False, False, True]"
1970/01/01/01:05:48.596000,17350,348,596000000,,"[True, False, False, True]"
1970/01/01/01:05:48.617000,17351,348,617000000,,"[True, False, False, True]"
1970/01/01/01:05:48.636000,17352,348,636000000,,"[True, False, False, True]"
1970/01/01/01:05:48.657000,17353,348,656000000,,"[True, False, True, True]"
1970/01/01/01:05:48.676000,17354,348,676000000,,"[True, False, True, True]"
1970/01/01/01:05:48.696000,17355,348,696000000,,"[False, False, True, False]"
1970/01/01/01:05:48.716000,17356,348,716000000,,"[False, False, True, False]"
1970/01/01/01:05:48.736000,17357,348,736000000,,"[False, True, True, False]"
1970/01/01/01:05:48.770000,17358,348,770000000,,"[False, True, True, False]"
1970/01/01/01:05:48.776000,17359,348,776000000,,"[False, True, True, False]"
1970/01/01/01:05:48.796000,17360,348,796000000,,"[False, True, True, False]"
1970/01/01/01:05:48.816000,17361,348,816000000,,"[False, True, True, False]"
1970/01/01/01:05:48.837000,17362,348,837000000,,"[False, True, True, False]"
1970/01/01/01:05:48.856000,17363,348,856000000,,"[False, True, True, False]"
1970/01/01/01:05:48.886000,17364,348,886000000,,"[False, True, True, False]"
1970/01/01/01:05:48.896000,17365,348,896000000,,"[False, True, True, False]"
1970/01/01/01:05:48.916000,17366,348,916000000,,"[False, True, True, True]"
1970/01/01/01:05:48.939000,17367,348,939000000,,"[False, True, True, True]"
1970/01/01/01:05:48.956000,17368,348,956000000,,"[True, False, False, True]"
1970/01/01/01:05:48.976000,17369,348,976000000,,"[True, False, False, True]"
1970/01/01/01:05:48.997000,17370,348,997000000,,"[True, False, False, True]"
1970/01/01/01:05:49.017000,17371,349,17000000,,"[True, False, False, True]"
1970/01/01/01:05:49.032000,17372,349,43000000,,"[True, False, False, True]"
1970/01/01/01:05:49.058000,17373,349,59000000,,"[True, False, False, True]"
1970/01/01/01:05:49.076000,17374,349,76000000,,"[False, False, False, True]"
1970/01/01/01:05:49.096000,17375,349,96000000,,"[True, False, False, True]"
1970/01/01/01:05:49.116000,17376,349,116000000,,"[True, False, False, True]"
1970/01/01/01:05:49.136000,17377,349,136000000,,"[True, False, False, True]"
1970/01/01/01:05:49.157000,17378,349,157000000,,"[True, False, True, True]"
1970/01/01/01:05:49.176000,17379,349,176000000,,"[True, False, True, True]"
1970/01/01/01:05:49.197000,17380,349,197000000,,"[False, False, True, False]"
1970/01/01/01:05:49.216000,17381,349,216000000,,"[False, True, True, False]"
1970/01/01/01:05:49.235000,17382,349,238000000,,"[False, True, True, False]"
1970/01/01/01:05:49.256000,17383,349,256000000,,"[False, True, True, False]"
1970/01/01/01:05:49.277000,17384,349,276000000,,"[False, True, True, False]"
1970/01/01/01:05:49.296000,17385,349,296000000,,"[False, True, True, False]"
1970/01/01/01:05:49.316000,17386,349,316000000,,"[False, True, True, False]"
1970/01/01/01:05:49.336000,17387,349,336000000,,"[False, True, True, False]"
1970/01/01/01:05:49.356000,17388,349,356000000,,"[False, True, True, False]"
1970/01/01/01:05:49.381000,17389,349,382000000,,"[False, True, True, False]"
1970/01/01/01:05:49.396000,17390,349,396000000,,"[False, True, True, False]"
1970/01/01/01:05:49.416000,17391,349,416000000,,"[False, True, True, True]"
1970/01/01/01:05:49.436000,17392,349,436000000,,"[True, True, True, True]"
1970/01/01/01:05:49.456000,17393,349,456000000,,"[True, False, False, True]"
1970/01/01/01:05:49.476000,17394,349,476000000,,"[True, False, False, True]"
1970/01/01/01:05:49.496000,17395,349,496000000,,"[True, False, False, True]"
1970/01/01/01:05:49.516000,17396,349,516000000,,"[True, False, False, True]"
1970/01/01/01:05:49.539000,17397,349,539000000,,"[True, False, False, True]"
1970/01/01/01:05:49.557000,17398,349,556000000,,"[True, False, False, True]"
1970/01/01/01:05:49.576000,17399,349,576000000,,"[True, False, False, True]"
1970/01/01/01:05:49.597000,17400,349,597000000,,"[True, False, False, True]"
1970/01/01/01:05:49.616000,17401,349,616000000,,"[True, False, False, True]"
1970/01/01/01:05:49.636000,17402,349,636000000,,"[True, False, False, True]"
1970/01/01/01:05:49.656000,17403,349,656000000,,"[True, False, False, True]"
1970/01/01/01:05:49.676000,17404,349,676000000,,"[True, False, True, True]"
1970/01/01/01:05:49.696000,17405,349,696000000,,"[False, False, True, True]"
1970/01/01/01:05:49.716000,17406,349,716000000,,"[False, True, True, False]"
1970/01/01/01:05:49.736000,17407,349,736000000,,"[False, True, True, False]"
1970/01/01/01:05:49.759000,17408,349,759000000,,"[False, True, True, False]"
1970/01/01/01:05:49.776000,17409,349,776000000,,"[False, True, True, False]"
1970/01/01/01:05:49.796000,17410,349,796000000,,"[False, True, True, False]"
1970/01/01/01:05:49.816000,17411,349,816000000,,"[False, True, True, False]"
1970/01/01/01:05:49.836000,17412,349,836000000,,"[False, True, True, False]"
1970/01/01/01:05:49.859000,17413,349,860000000,,"[False, True, True, False]"
1970/01/01/01:05:49.877000,17414,349,877000000,,"[False, True, True, False]"
1970/01/01/01:05:49.897000,17415,349,897000000,,"[False, True, True, False]"
1970/01/01/01:05:49.916000,17416,349,916000000,,"[False, True, True, True]"
1970/01/01/01:05:49.936000,17417,349,940000000,,"[False, True, True, True]"
1970/01/01/01:05:49.956000,17418,349,956000000,,"[True, False, False, True]"
1970/01/01/01:05:49.976000,17419,349,976000000,,"[True, False, False, True]"
1970/01/01/01:05:49.996000,17420,349,996000000,,"[True, False, False, True]"
1970/01/01/01:05:50.019000,17421,350,18000000,,"[True, False, False, True]"
1970/01/01/01:05:50.036000,17422,350,36000000,,"[True, False, False, True]"
1970/01/01/01:05:50.056000,17423,350,56000000,,"[True, False, False, True]"
1970/01/01/01:05:50.076000,17424,350,76000000,,"[True, False, False, True]"
1970/01/01/01:05:50.096000,17425,350,96000000,,"[True, False, False, True]"
1970/01/01/01:05:50.116000,17426,350,116000000,,"[True, False, False, True]"
1970/01/01/01:05:50.135000,17427,350,136000000,,"[True, False, False, True]"
1970/01/01/01:05:50.156000,17428,350,156000000,,"[True, False, True, True]"
1970/01/01/01:05:50.176000,17429,350,176000000,,"[False, False, False, False]"
1970/01/01/01:05:50.196000,17430,350,197000000,,"[False, False, True, True]"
1970/01/01/01:05:50.216000,17431,350,216000000,,"[False, True, True, False]"
1970/01/01/01:05:50.236000,17432,350,236000000,,"[False, True, True, False]"
1970/01/01/01:05:50.263000,17433,350,263000000,,"[False, True, True, False]"
1970/01/01/01:05:50.276000,17434,350,276000000,,"[False, True, True, False]"
1970/01/01/01:05:50.296000,17435,350,296000000,,"[False, True, True, False]"
1970/01/01/01:05:50.317000,17436,350,316000000,,"[False, True, True, False]"
1970/01/01/01:05:50.337000,17437,350,337000000,,"[False, True, True, False]"
1970/01/01/01:05:50.357000,17438,350,357000000,,"[False, True, True, False]"
1970/01/01/01:05:50.377000,17439,350,376000000,,"[False, True, True, False]"
1970/01/01/01:05:50.396000,17440,350,396000000,,"[False, True, True, False]"
1970/01/01/01:05:50.417000,17441,350,417000000,,"[False, True, True, True]"
1970/01/01/01:05:50.436000,17442,350,436000000,,"[False, True, True, True]"
1970/01/01/01:05:50.457000,17443,350,456000000,,"[True, False, False, True]"
1970/01/01/01:05:50.476000,17444,350,476000000,,"[True, False, False, True]"
1970/01/01/01:05:50.496000,17445,350,496000000,,"[True, False, False, True]"
1970/01/01/01:05:50.516000,17446,350,516000000,,"[True, False, False, True]"
1970/01/01/01:05:50.533000,17447,350,536000000,,"[True, False, False, True]"
1970/01/01/01:05:50.556000,17448,350,556000000,,"[True, False, False, True]"
1970/01/01/01:05:50.575000,17449,350,576000000,,"[True, False, False, True]"
1970/01/01/01:05:50.595000,17450,350,596000000,,"[True, False, False, True]"
1970/01/01/01:05:50.616000,17451,350,616000000,,"[True, False, False, True]"
1970/01/01/01:05:50.636000,17452,350,636000000,,"[True, False, False, True]"
1970/01/01/01:05:50.657000,17453,350,657000000,,"[True, False, True, True]"
1970/01/01/01:05:50.676000,17454,350,676000000,,"[True, False, True, True]"
1970/01/01/01:05:50.696000,17455,350,696000000,,"[False, False, True, True]"
1970/01/01/01:05:50.716000,17456,350,716000000,,"[False, True, True, False]"
1970/01/01/01:05:50.736000,17457,350,736000000,,"[False, True, True, False]"
1970/01/01/01:05:50.756000,17458,350,756000000,,"[False, True, True, False]"
1970/01/01/01:05:50.776000,17459,350,776000000,,"[False, True, True, False]"
1970/01/01/01:05:50.796000,17460,350,796000000,,"[False, True, True, False]"
1970/01/01/01:05:50.819000,17461,350,819000000,,"[False, True, True, False]"
1970/01/01/01:05:50.836000,17462,350,836000000,,"[False, True, True, False]"
1970/01/01/01:05:50.856000,17463,350,856000000,,"[False, True, True, False]"
1970/01/01/01:05:50.876000,17464,350,876000000,,"[False, True, True, False]"
1970/01/01/01:05:50.896000,17465,350,896000000,,"[False, True, True, False]"
1970/01/01/01:05:50.926000,17466,350,925000000,,"[False, True, True, True]"
1970/01/01/01:05:50.936000,17467,350,936000000,,"[False, False, False, False]"
1970/01/01/01:05:50.956000,17468,350,956000000,,"[True, False, False, True]"
1970/01/01/01:05:50.977000,17469,350,977000000,,"[True, False, False, True]"
1970/01/01/01:05:50.996000,17470,350,996000000,,"[True, False, False, True]"
1970/01/01/01:05:51.017000,17471,351,17000000,,"[True, False, False, True]"
1970/01/01/01:05:51.036000,17472,351,36000000,,"[True, False, False, True]"
1970/01/01/01:05:51.056000,17473,351,56000000,,"[True, False, False, True]"
1970/01/01/01:05:51.076000,17474,351,76000000,,"[True, False, False, True]"
1970/01/01/01:05:51.096000,17475,351,96000000,,"[True, False, False, True]"
1970/01/01/01:05:51.116000,17476,351,116000000,,"[True, False, False, True]"
1970/01/01/01:05:51.138000,17477,351,138000000,,"[True, False, False, True]"
1970/01/01/01:05:51.157000,17478,351,156000000,,"[True, False, True, True]"
1970/01/01/01:05:51.176000,17479,351,176000000,,"[True, False, True, True]"
1970/01/01/01:05:51.196000,17480,351,196000000,,"[False, False, True, True]"
1970/01/01/01:05:51.216000,17481,351,216000000,,"[False, False, True, False]"
1970/01/01/01:05:51.235000,17482,351,236000000,,"[False, True, True, False]"
1970/01/01/01:05:51.257000,17483,351,257000000,,"[False, True, True, False]"
1970/01/01/01:05:51.277000,17484,351,276000000,,"[False, True, True, False]"
1970/01/01/01:05:51.296000,17485,351,296000000,,"[False, True, True, False]"
1970/01/01/01:05:51.316000,17486,351,316000000,,"[False, True, True, False]"
1970/01/01/01:05:51.335000,17487,351,336000000,,"[False, True, True, False]"
1970/01/01/01:05:51.356000,17488,351,356000000,,"[False, True, True, False]"
1970/01/01/01:05:51.376000,17489,351,376000000,,"[False, True, True, False]"
1970/01/01/01:05:51.396000,17490,351,396000000,,"[False, True, True, False]"
1970/01/01/01:05:51.415000,17491,351,416000000,,"[False, False, False, True]"
1970/01/01/01:05:51.432000,17492,351,436000000,,"[False, True, True, True]"
1970/01/01/01:05:51.456000,17493,351,456000000,,"[False, False, False, True]"
1970/01/01/01:05:51.476000,17494,351,476000000,,"[True, False, False, True]"
1970/01/01/01:05:51.499000,17495,351,499000000,,"[True, False, False, True]"
1970/01/01/01:05:51.514000,17496,351,516000000,,"[True, False, False, True]"
1970/01/01/01:05:51.537000,17497,351,537000000,,"[True, False, False, True]"
1970/01/01/01:05:51.556000,17498,351,556000000,,"[True, False, False, True]"
1970/01/01/01:05:51.576000,17499,351,576000000,,"[True, False, False, True]"
1970/01/01/01:05:51.596000,17500,351,596000000,,"[True, False, False, True]"
1970/01/01/01:05:51.620000,17501,351,620000000,,"[True, False, False, True]"
1970/01/01/01:05:51.638000,17502,351,638000000,,"[True, False, False, True]"
1970/01/01/01:05:51.651000,17503,351,656000000,,"[True, False, True, True]"
1970/01/01/01:05:51.677000,17504,351,676000000,,"[True, False, True, True]"
1970/01/01/01:05:51.696000,17505,351,696000000,,"[False, False, True, False]"
1970/01/01/01:05:51.716000,17506,351,716000000,,"[False, False, True, False]"
1970/01/01/01:05:51.738000,17507,351,738000000,,"[False, True, True, False]"
1970/01/01/01:05:51.757000,17508,351,756000000,,"[False, True, True, False]"
1970/01/01/01:05:51.776000,17509,351,776000000,,"[False, True, True, False]"
1970/01/01/01:05:51.796000,17510,351,796000000,,"[False, True, True, False]"
1970/01/01/01:05:51.815000,17511,351,816000000,,"[False, True, True, False]"
1970/01/01/01:05:51.841000,17512,351,836000000,,"[False, True, True, False]"
1970/01/01/01:05:51.856000,17513,351,856000000,,"[False, True, True, False]"
1970/01/01/01:05:51.876000,17514,351,876000000,,"[False, True, True, False]"
1970/01/01/01:05:51.896000,17515,351,896000000,,"[False, True, True, False]"
1970/01/01/01:05:51.916000,17516,351,916000000,,"[False, True, True, True]"
1970/01/01/01:05:51.936000,17517,351,936000000,,"[False, True, True, True]"
1970/01/01/01:05:51.956000,17518,351,956000000,,"[False, False, False, True]"
1970/01/01/01:05:51.979000,17519,351,978000000,,"[True, False, False, True]"
1970/01/01/01:05:51.996000,17520,351,996000000,,"[True, False, False, True]"
1970/01/01/01:05:52.016000,17521,352,16000000,,"[True, False, False, True]"
1970/01/01/01:05:52.035000,17522,352,36000000,,"[True, False, False, True]"
1970/01/01/01:05:52.056000,17523,352,56000000,,"[True, False, False, True]"
1970/01/01/01:05:52.079000,17524,352,79000000,,"[True, False, False, True]"
1970/01/01/01:05:52.096000,17525,352,96000000,,"[True, False, False, True]"
1970/01/01/01:05:52.116000,17526,352,116000000,,"[True, False, False, True]"
1970/01/01/01:05:52.137000,17527,352,136000000,,"[True, False, False, True]"
1970/01/01/01:05:52.156000,17528,352,156000000,,"[True, False, False, True]"
1970/01/01/01:05:52.176000,17529,352,176000000,,"[True, False, True, True]"
1970/01/01/01:05:52.197000,17530,352,196000000,,"[True, False, True, True]"
1970/01/01/01:05:52.216000,17531,352,216000000,,"[False, True, True, False]"
1970/01/01/01:05:52.236000,17532,352,236000000,,"[False, True, True, False]"
1970/01/01/01:05:52.256000,17533,352,256000000,,"[False, True, True, False]"
1970/01/01/01:05:52.276000,17534,352,276000000,,"[False, True, True, False]"
1970/01/01/01:05:52.296000,17535,352,296000000,,"[False, True, True, False]"
1970/01/01/01:05:52.324000,17536,352,324000000,,"[False, True, True, False]"
1970/01/01/01:05:52.336000,17537,352,336000000,,"[False, True, True, False]"
1970/01/01/01:05:52.356000,17538,352,356000000,,"[False, True, True, False]"
1970/01/01/01:05:52.376000,17539,352,376000000,,"[False, True, True, False]"
1970/01/01/01:05:52.397000,17540,352,397000000,,"[False, True, True, False]"
1970/01/01/01:05:52.417000,17541,352,417000000,,"[False, True, True, True]"
1970/01/01/01:05:52.435000,17542,352,436000000,,"[False, True, True, True]"
1970/01/01/01:05:52.456000,17543,352,456000000,,"[True, False, False, True]"
1970/01/01/01:05:52.476000,17544,352,476000000,,"[True, False, False, True]"
1970/01/01/01:05:52.496000,17545,352,496000000,,"[True, False, False, True]"
1970/01/01/01:05:52.516000,17546,352,516000000,,"[True, False, False, True]"
1970/01/01/01:05:52.536000,17547,352,536000000,,"[True, False, False, True]"
1970/01/01/01:05:52.556000,17548,352,556000000,,"[True, False, False, True]"
1970/01/01/01:05:52.576000,17549,352,576000000,,"[True, False, False, True]"
1970/01/01/01:05:52.596000,17550,352,596000000,,"[True, False, False, True]"
1970/01/01/01:05:52.617000,17551,352,617000000,,"[True, False, False, True]"
1970/01/01/01:05:52.632000,17552,352,636000000,,"[True, False, False, True]"
1970/01/01/01:05:52.663000,17553,352,663000000,,"[True, False, True, True]"
1970/01/01/01:05:52.675000,17554,352,677000000,,"[True, False, True, True]"
1970/01/01/01:05:52.696000,17555,352,696000000,,"[False, False, False, False]"
1970/01/01/01:05:52.716000,17556,352,716000000,,"[False, True, True, False]"
1970/01/01/01:05:52.736000,17557,352,736000000,,"[False, True, True, False]"
1970/01/01/01:05:52.756000,17558,352,756000000,,"[False, True, False, False]"
1970/01/01/01:05:52.776000,17559,352,776000000,,"[False, True, True, False]"
1970/01/01/01:05:52.801000,17560,352,801000000,,"[False, True, True, False]"
1970/01/01/01:05:52.816000,17561,352,816000000,,"[False, True, True, False]"
1970/01/01/01:05:52.840000,17562,352,839000000,,"[False, True, True, False]"
1970/01/01/01:05:52.856000,17563,352,856000000,,"[False, True, True, False]"
1970/01/01/01:05:52.876000,17564,352,876000000,,"[False, True, True, False]"
1970/01/01/01:05:52.897000,17565,352,896000000,,"[False, True, True, False]"
1970/01/01/01:05:52.908000,17566,352,916000000,,"[False, True, True, True]"
1970/01/01/01:05:52.936000,17567,352,936000000,,"[False, True, True, True]"
1970/01/01/01:05:52.956000,17568,352,956000000,,"[False, False, False, True]"
1970/01/01/01:05:52.976000,17569,352,976000000,,"[True, False, False, True]"
1970/01/01/01:05:52.996000,17570,352,996000000,,"[True, False, False, True]"
1970/01/01/01:05:53.017000,17571,353,17000000,,"[True, False, False, True]"
1970/01/01/01:05:53.036000,17572,353,36000000,,"[True, False, False, True]"
1970/01/01/01:05:53.056000,17573,353,56000000,,"[True, False, False, True]"
1970/01/01/01:05:53.076000,17574,353,76000000,,"[True, False, False, True]"
1970/01/01/01:05:53.096000,17575,353,96000000,,"[True, False, False, True]"
1970/01/01/01:05:53.116000,17576,353,116000000,,"[True, False, False, True]"
1970/01/01/01:05:53.132000,17577,353,136000000,,"[True, False, False, True]"
1970/01/01/01:05:53.157000,17578,353,157000000,,"[True, False, False, True]"
1970/01/01/01:05:53.176000,17579,353,176000000,,"[True, False, True, True]"
1970/01/01/01:05:53.196000,17580,353,196000000,,"[False, False, True, True]"
1970/01/01/01:05:53.216000,17581,353,216000000,,"[False, False, True, False]"
1970/01/01/01:05:53.232000,17582,353,236000000,,"[False, True, True, False]"
1970/01/01/01:05:53.256000,17583,353,256000000,,"[False, True, True, False]"
1970/01/01/01:05:53.276000,17584,353,276000000,,"[False, True, True, False]"
1970/01/01/01:05:53.296000,17585,353,296000000,,"[False, True, True, False]"
1970/01/01/01:05:53.316000,17586,353,316000000,,"[False, True, True, False]"
1970/01/01/01:05:53.340000,17587,353,340000000,,"[False, True, True, False]"
1970/01/01/01:05:53.356000,17588,353,356000000,,"[False, True, True, False]"
1970/01/01/01:05:53.376000,17589,353,376000000,,"[False, True, True, False]"
1970/01/01/01:05:53.396000,17590,353,396000000,,"[False, True, True, False]"
1970/01/01/01:05:53.418000,17591,353,419000000,,"[False, True, True, True]"
1970/01/01/01:05:53.435000,17592,353,436000000,,"[False, True, True, True]"
1970/01/01/01:05:53.456000,17593,353,456000000,,"[False, False, False, True]"
1970/01/01/01:05:53.476000,17594,353,476000000,,"[True, False, False, True]"
1970/01/01/01:05:53.496000,17595,353,496000000,,"[False, False, False, True]"
1970/01/01/01:05:53.516000,17596,353,516000000,,"[True, False, False, True]"
1970/01/01/01:05:53.539000,17597,353,536000000,,"[False, False, False, True]"
1970/01/01/01:05:53.556000,17598,353,556000000,,"[True, False, False, True]"
1970/01/01/01:05:53.577000,17599,353,577000000,,"[True, False, False, True]"
1970/01/01/01:05:53.596000,17600,353,596000000,,"[True, False, False, True]"
1970/01/01/01:05:53.615000,17601,353,616000000,,"[True, False, False, True]"
1970/01/01/01:05:53.637000,17602,353,636000000,,"[True, False, False, True]"
1970/01/01/01:05:53.656000,17603,353,656000000,,"[True, False, False, True]"
1970/01/01/01:05:53.675000,17604,353,676000000,,"[True, False, True, True]"
1970/01/01/01:05:53.696000,17605,353,696000000,,"[True, False, True, True]"
1970/01/01/01:05:53.717000,17606,353,716000000,,"[False, False, True, False]"
1970/01/01/01:05:53.736000,17607,353,736000000,,"[False, True, True, False]"
1970/01/01/01:05:53.756000,17608,353,756000000,,"[False, True, True, False]"
1970/01/01/01:05:53.776000,17609,353,776000000,,"[False, True, True, False]"
1970/01/01/01:05:53.795000,17610,353,796000000,,"[False, True, True, False]"
1970/01/01/01:05:53.816000,17611,353,816000000,,"[False, True, True, False]"
1970/01/01/01:05:53.837000,17612,353,836000000,,"[False, True, True, False]"
1970/01/01/01:05:53.856000,17613,353,856000000,,"[False, True, True, False]"
1970/01/01/01:05:53.876000,17614,353,876000000,,"[False, True, True, False]"
1970/01/01/01:05:53.896000,17615,353,896000000,,"[False, True, True, False]"
1970/01/01/01:05:53.910000,17616,353,919000000,,"[False, True, True, True]"
1970/01/01/01:05:53.936000,17617,353,936000000,,"[False, True, True, True]"
1970/01/01/01:05:53.956000,17618,353,956000000,,"[False, False, False, True]"
1970/01/01/01:05:53.977000,17619,353,977000000,,"[True, False, False, True]"
1970/01/01/01:05:53.996000,17620,353,996000000,,"[True, False, False, True]"
1970/01/01/01:05:54.017000,17621,354,16000000,,"[True, False, False, True]"
1970/01/01/01:05:54.037000,17622,354,36000000,,"[True, False, False, True]"
1970/01/01/01:05:54.056000,17623,354,56000000,,"[True, False, False, True]"
1970/01/01/01:05:54.076000,17624,354,76000000,,"[True, False, False, True]"
1970/01/01/01:05:54.096000,17625,354,96000000,,"[True, False, False, True]"
1970/01/01/01:05:54.116000,17626,354,116000000,,"[True, False, False, True]"
1970/01/01/01:05:54.136000,17627,354,136000000,,"[True, False, False, True]"
1970/01/01/01:05:54.156000,17628,354,156000000,,"[True, False, False, True]"
1970/01/01/01:05:54.176000,17629,354,176000000,,"[True, False, True, True]"
1970/01/01/01:05:54.196000,17630,354,196000000,,"[True, False, True, True]"
1970/01/01/01:05:54.217000,17631,354,217000000,,"[False, True, True, False]"
1970/01/01/01:05:54.236000,17632,354,236000000,,"[False, True, True, False]"
1970/01/01/01:05:54.256000,17633,354,256000000,,"[False, True, True, False]"
1970/01/01/01:05:54.275000,17634,354,276000000,,"[False, True, True, False]"
1970/01/01/01:05:54.296000,17635,354,296000000,,"[False, True, True, False]"
1970/01/01/01:05:54.317000,17636,354,316000000,,"[False, True, True, False]"
1970/01/01/01:05:54.341000,17637,354,337000000,,"[False, True, True, False]"
1970/01/01/01:05:54.356000,17638,354,356000000,,"[False, True, True, False]"
1970/01/01/01:05:54.376000,17639,354,376000000,,"[False, True, True, False]"
1970/01/01/01:05:54.396000,17640,354,396000000,,"[False, True, True, False]"
1970/01/01/01:05:54.416000,17641,354,416000000,,"[False, True, True, True]"
1970/01/01/01:05:54.435000,17642,354,436000000,,"[False, True, True, True]"
1970/01/01/01:05:54.456000,17643,354,456000000,,"[True, False, False, True]"
